OBJECTID,quadrat,tag,StemTag,sp,dbh_2023,status_2023,status_2024,fad_2024,comment_mortality_2024,status_2025,fad_2025,comment_mortality_2025,hom,codes_2023,notes_2023,mort_census_status,fad_choices,crown_intact,crown_living,crown_check,lean_angle,liana_load,dead_with_resprout,GlobalID,CreationDate,Creator,EditDate,Editor,CreationDate,Creator,EditDate,Editor
81,820,82139,2,acru,117,LI,LI,,,LI,,,1.3,,,finished,,5,5,,1,0,0,48aad880-4999-42cf-8fb4-0ab49767f95d,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/11/2025 3:17:46 PM,shuej21
82,825,82263,2,cagl,358,LI,LI,,,LI,,,1.4,,,finished,,5,5,,1,0,0,43678643-c5ed-4305-8057-5f39bf2a3fa2,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/11/2025 7:08:53 PM,shuej21
83,828,82357,2,litu,247,LI,LI,,,LI,,,1.3,,,finished,,5,5,,1,0,0,82da09fa-8f87-486f-890b-5cd041001a88,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/11/2025 6:31:20 PM,shuej21
84,829,82368,2,litu,304,LI,LI,,ES,LI,"DF,K",,1.3,,,finished,K,5,4,,1,0,0,45409388-442f-4f04-9903-c05748d721ee,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/11/2025 6:27:12 PM,shuej21
85,904,90413,2,litu,578,LI,LI,,,LI,,,2.3,"A,BT",,finished,,5,5,,1,0,0,e7a7fd25-8c5b-4485-9144-df78fcab491b,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/5/2025 5:13:30 PM,shuej21
86,904,90413,3,litu,276,LI,LI,,,LI,,,1.3,,,finished,,5,5,,1,0,0,79d385f9-d855-480e-befe-79f634e6c971,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/5/2025 5:13:46 PM,shuej21
87,910,90517,2,litu,306,LI,LI,,,LI,,,1.3,,,finished,,5,5,,1,0,0,96eb55ef-0500-44e1-b6ff-a5b7a29d53fb,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/18/2025 3:21:58 PM,shuej21
88,910,90616,3,fagr,130,LI,LI,K,,LI,CR,,1.3,,,finished,CR,1,1,,2,0,0,4002b503-3b7f-457f-9b9c-bedd83c8bee4,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/18/2025 3:06:20 PM,shuej21
89,917,92024,2,quru,466,LI,LI,K,,LI,,,2.3,"BT,A",Ladder needed to measure,finished,,5,5,,1,0,0,37edd064-6b30-48d3-8d77-d13b1b8e4481,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/13/2025 6:10:15 PM,shuej21
90,919,92090,2,cagl,323,LI,LI,K,,LI,,,2.3,"BT,A",Ladder needed to measure,finished,,5,5,,1,0,0,1bffe30a-9556-46bf-b20e-fcf322c2f584,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/11/2025 8:37:50 PM,shuej21
91,923,92270,2,acru,102,LI,LI,B,Break 60% up the tree; ES,LI,B,,1.3,,,finished,B,2,2,,1,0,0,ff5021e5-9a88-41f6-a905-b8b5e91ed66e,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/11/2025 7:39:41 PM,shuej21
92,926,92408,2,nysy,146,LI,LI,"B,W,R",Tree is broken 20 percent of the way up,LI,"B,W,R",,1.3,,,finished,R,2,2,,1,0,0,a3ed93f3-b486-45dd-bcb1-8c46eb5e9e1a,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/20/2025 6:02:37 PM,shuej21
93,926,92409,2,litu,475,LI,LI,,,LI,,,2,"BT,A",Ladder needed to measure,finished,,5,5,,1,0,0,7262c7ee-5277-4bfa-89a2-bcebb9ee9de6,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/20/2025 6:00:29 PM,shuej21
94,927,92450,2,cagl,367,LI,LI,K,ES,LI,,,1.3,,,finished,,5,5,,1,0,0,4a4a0b17-7d34-49a7-80b3-3d4239f36210,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/20/2025 6:28:35 PM,shuej21
95,927,92454,2,caovl,249,LI,LI,,ES,LI,"R,W,DF",,1.3,,,finished,DF,5,4,,1,0,0,919c9ead-ed66-48dd-ba0e-c3b20f87c567,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/20/2025 6:35:42 PM,shuej21
96,929,92512,2,litu,127,LI,LI,,,LI,,,1.3,M,,finished,,5,5,,1,0,0,fca3afd7-ad9a-4e25-86fb-5f5abb5e04ca,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/20/2025 6:54:38 PM,shuej21
97,930,92527,2,litu,187,LI,LI,,ES,LI,,,1.3,,,finished,,5,5,,1,0,0,9df1026b-93b5-4a2a-8241-4ce19949c676,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/20/2025 7:00:04 PM,shuej21
98,1004,100720,2,litu,331,LI,LI,K,IK,LI,,,1.3,,,finished,,5,5,,1,0,0,d013b3cb-2987-486e-a76a-2f5b761f8155,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/18/2025 7:14:08 PM,shuej21
99,1011,100985,2,fagr,116,LI,LI,,,LI,,,1.3,,,finished,,5,5,,1,0,0,222b9057-764f-4f43-b105-aa7204f9d0ed,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/18/2025 6:45:23 PM,shuej21
100,1006,101008,2,tiam,127,LI,LI,,IK,LI,,,1.3,,,finished,,5,5,,1,0,0,3599a9a0-97a9-4e9d-8515-64cdb07ed63a,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/18/2025 4:49:08 PM,shuej21
101,1008,101069,2,litu,291,LI,LI,,IK,DS,"DF,R,W",,1.3,,,finished,W,4,,,1,0,0,96a9af69-e60f-478f-9c59-811fe1aff543,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/18/2025 5:25:54 PM,shuej21
102,1009,101098,2,litu,242,LI,LI,,,LI,,,1.3,,,finished,,5,5,,1,0,0,52e2cb3f-6c93-4541-8135-12f034df21af,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/18/2025 6:14:34 PM,shuej21
103,1014,101170,2,litu,253,LI,LI,,,LI,,,1.3,,,finished,,5,5,,1,0,0,b12249ee-c53b-4e64-ae26-66585c42ab21,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/13/2025 7:37:18 PM,shuej21
104,1028,102430,2,litu,398,LI,LI,"R,W,AN",,LI,,,1.3,,,finished,,5,5,,1,0,0,694dfc9c-4a6e-45d7-8a29-612aaf14df7f,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/20/2025 7:58:17 PM,shuej21
105,1028,102430,3,litu,397,LI,LI,,Southern most tree,LI,,,1.3,,,finished,,5,5,,1,0,0,f0e86f57-8b27-4128-9594-6c03e639eb79,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/20/2025 7:58:55 PM,shuej21
106,1028,102438,2,litu,476,LI,LI,,Northern most stem,LI,,,2.3,"BT,DV,A",Ladder needed to measure - northern most stem,finished,,5,5,,1,0,0,cd144d3b-52af-455d-99cd-0356a3a5ff73,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/20/2025 7:55:05 PM,shuej21
107,1029,102446,2,litu,273,LI,LI,,,LI,,,1.3,,,finished,,5,5,,1,0,0,25d4951f-6c25-4725-9ae0-9bdbc21401b0,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/20/2025 7:49:00 PM,shuej21
108,1107,111032,2,litu,440,LI,LI,,KJB,LI,,,1.3,,,finished,,5,5,,1,0,0,78b8ff69-4df2-4bf1-bc4d-2c6d60e3a796,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/9/2025 3:50:54 PM,RaymondE@si.edu_SI
109,1118,112093,2,litu,548,LI,LI,,ES,LI,,,1.3,,,finished,,5,5,,1,0,0,cce2937c-dfb5-4549-8789-e6f95563be58,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/20/2025 2:58:07 PM,shuej21
110,1126,112388,2,cagl,158,LI,LI,,,LI,,,1.3,,,finished,,5,5,,1,0,0,a6e771da-02cc-47aa-a16e-32af6885f94c,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/30/2025 7:31:48 PM,RaymondE@si.edu_SI
111,1130,112478,2,caovl,135,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,1a9c3fb8-3cc6-4995-a0a0-6596bdba4e5e,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
112,1201,120018,2,nysy,228,LI,LI,,,,,,1.3,L,,not started,,,,,1,0,0,630d1ef1-9d9c-4aef-b6e8-71a23ac840a9,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
113,1204,120830,2,litu,373,LI,LI,,,LI,,,1.3,,,finished,,5,5,,1,0,0,8d561ff2-7d27-4863-b9eb-f9c2ffdf1b0b,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/14/2025 4:03:37 PM,RaymondE@si.edu_SI
114,1210,121187,2,caca,100,LI,LI,,,LI,"F,W,R,DF",,1.3,,,finished,DF,3,2,,2,0,0,0e350e48-743a-418d-be7c-2d291e4813ac,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/9/2025 2:34:21 PM,RaymondE@si.edu_SI
115,1218,122044,2,fagr,185,LI,LI,,,LI,,,1.3,,,finished,,5,5,,1,0,0,4f030fbf-9216-436e-9eaf-a01e1cf81187,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,6/30/2025 3:41:50 PM,RaymondE@si.edu_SI
116,1229,122489,2,cagl,183,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,fce3027d-22ed-4736-aa43-68a55b7407e9,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
117,1232,122563,2,quve,509,LI,LI,,,,,,1.6,"DV,A",,not started,,,,,1,0,0,047d3e4e-b3f6-4ac9-bc24-fee99a3ac389,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
118,1303,130438,2,litu,420,LI,LI,,KJB,LI,,,1.3,,,finished,,5,5,,1,0,0,bc9efda0-663b-45f6-a234-7cf2ad68a8e1,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/14/2025 3:47:31 PM,RaymondE@si.edu_SI
119,1306,130718,2,litu,219,LI,LI,,KJB,LI,,,1.3,,,finished,,5,5,,1,0,0,99849ec6-4b1c-415b-81e7-c3832839a751,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/15/2025 4:10:51 PM,RaymondE@si.edu_SI
120,1306,130932,2,litu,682,LI,LI,,KJB,LI,,,1.3,,,finished,,5,5,,1,0,0,f422978c-66f9-41b4-b6a6-c9d694cacb84,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/15/2025 4:19:15 PM,RaymondE@si.edu_SI
121,1315,131337,2,caco,148,LI,LI,,,LI,,,1.3,,,finished,,5,5,,1,0,0,c20d92f4-dd93-4027-9ebb-0bfa9ecc6102,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/8/2025 3:23:48 PM,RaymondE@si.edu_SI
122,1331,132464,2,caovl,153,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,79e19834-962b-4f50-b0f5-47bc2dd2894c,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
123,1406,140674,2,fagr,107,LI,,,,LI,,,1.3,,,finished,,5,5,,1,0,0,9ffeed3b-ec1c-49ff-ba4c-947187381530,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/14/2025 3:20:25 PM,RaymondE@si.edu_SI
124,1406,140674,3,fagr,100,LI,,,,LI,,,,SV,,finished,,5,5,,1,0,0,604efad4-b545-4891-a98b-62db9a9381b3,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,7/14/2025 3:20:38 PM,RaymondE@si.edu_SI
125,1425,142371,2,cagl,220,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,99f9292e-0dc3-4660-a245-5def3e83ef30,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
126,1505,150783,2,litu,278,LI,LI,,,,,,2.3,"BT,A",Ladder needed to measure,not started,,,,,1,0,0,0c675962-b279-48ca-8c90-a39dafb6c16c,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
127,1514,151168,2,prav,152,LI,LI,"DF,B,W",Broken 75% up; ES,,,,1.3,B,,not started,,,,,1,0,0,6bf43b9d-47f5-495f-b8eb-3936757f255a,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
128,1524,152475,2,cagl,222,LI,LI,"R,W,AN",Woodpecker holes. Stem is hollow,,,,1.3,,,not started,,,,,1,0,0,c6ca2b76-715d-4aaf-b36f-17b585c11d53,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
129,1524,152485,2,cagl,129,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,021fc5bc-bc38-4fab-a4d0-8f38e0642dba,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
130,1525,152494,2,quve,461,LI,LI,,,,,,1.3,DV,,not started,,,,,1,0,0,8a5589a6-e8fb-4757-892c-eabb549872b8,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
131,1531,152690,2,cagl,196,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,e40ed0a4-ad3a-40cf-b7c1-712cf485dad8,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
132,1531,152690,3,cagl,235,LI,LI,"W,R",,,,,1.3,,Stem with ID tag,not started,,,,,1,0,0,31eaf5f5-b612-44a0-8a6e-21b100959870,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
133,1532,152718,2,cagl,330,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,534887af-8935-4b7a-8d9f-481d25517fcd,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
134,1601,160234,2,ulam,112,LI,LI,"CR,K",,,,,1.3,,,not started,,,,,1,0,0,eaa836f0-1d01-4635-9154-6c1430bbdf70,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
135,1601,160248,2,aial,144,LI,LI,B,Stem broken 40 percent of the way up,,,,1.3,,,not started,,,,,1,0,0,2d5d997e-3e2a-4d2d-928a-b7f52369f260,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
136,1604,160665,2,litu,714,LI,LI,"W,K,R",,,,,1.3,,Northern stem,not started,,,,,1,0,0,78f87b33-994b-4642-a27e-484e2587cc26,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
137,1604,160665,3,litu,429,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,4a224cdc-259a-4b64-a5a9-6e0b3e7c5153,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
138,1607,160770,2,litu,332,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,06e4d174-303a-4c56-83c4-643f521d84ac,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
139,1609,160786,2,litu,164,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,cac7dda6-ac41-411f-ae47-0f7aab69b382,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
140,1610,160812,2,litu,225,LI,LI,,,,,,1.3,,M moved to uphill side,not started,,,,,1,0,0,f6c52e7b-73cf-40c7-b49a-7ee5eaf2150e,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
141,1617,162103,2,cagl,120,LI,LI,B,Break 50% up; ES,LI,B,,1.3,B,,finished,B,2,2,,1,2,0,3de75188-b09b-40c5-956f-43bfda2a3633,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/29/2025 4:52:39 PM,shuej21
142,1626,162438,2,qupr,120,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,7f352add-ded5-4570-91aa-9e0bca026999,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
143,1631,162489,2,cagl,108,LI,LI,"W,R",,,,,1.3,,,not started,,,,,1,0,0,9df7979e-74d7-4f38-b217-775a46c3b579,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
144,1629,162575,2,juni,369,LI,LI,,,,,,1.4,A,,not started,,,,,1,0,0,c3e67d91-62fb-479e-9b02-e124dcd5eba8,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
145,1709,171269,2,litu,435,LI,LI,,,,,,2.3,"SV,BT,DV,A",Ladder needed to measure,not started,,,,,1,0,0,46f41429-11d2-42e2-a974-3215b9a92ae5,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
146,1728,172471,2,cagl,128,LI,LI,"R,W",ES,,,,1.3,,,not started,,,,,1,0,0,c79e2a58-31e5-4b2e-959a-1080694dd21b,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
147,1729,172483,2,litu,444,LI,LI,K,Western stem; ES,,,,1.3,,Western stem,not started,,,,,1,0,0,08cbb2ac-dfcc-4518-94f6-42cf0dc4a7b0,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
148,1812,180818,2,tiam,290,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,1fb2442a-41e8-4935-a3e9-c80a581794a0,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
149,1813,180988,2,acru,196,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,c1def9e2-d2d9-4ebc-b253-330fa6208dac,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
150,1813,180988,3,acru,259,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,d429dae4-5ce1-40c5-aa8a-a64bd81040a5,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
151,1826,182421,2,cato,239,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,cb960719-404d-434b-86c3-1a55d36685c9,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
152,1823,182566,2,astr,105,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,8cdce6a9-2766-4650-8ca6-0d95fba123d4,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
153,1828,182671,2,quru,661,LI,,,,,,,1.3,,,not started,,,,,1,0,0,dec6c585-fab6-43b7-bab5-30c1c5d68d9a,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
154,1829,182680,2,cagl,242,LI,LI,,ES,,,,1.3,,,not started,,,,,1,0,0,d1d4c230-ffaf-477f-a11e-0bcac9dc417f,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
155,1901,190018,2,litu,385,LI,LI,,,,,,2.3,"BT,DV,A",,not started,,,,,1,0,0,a5707a31-ae21-4524-acde-d2ef08ea56bb,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
156,1912,190557,2,tiam,303,LI,LI,"R,W",Rot extends almost across basal area,,,,1.3,,,not started,,,,,1,0,0,b5ca98f3-d34b-45fb-9481-a464b6affcef,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
157,1912,190557,3,tiam,147,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,8463f25e-d3a4-4b39-b451-06efb91b54fa,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
158,1912,190559,2,tiam,265,LI,LI,,,,,,1.3,,,not started,,,,,1,0,0,c779ba12-9234-4a3b-aa4c-adafb6ef62cc,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
159,1922,192121,2,litu,281,LI,LI,K,ES,,,,1.3,,,not started,,,,,1,0,0,eb4272d3-4904-44ed-931d-c6b23f57f16c,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
160,1926,192625,2,cagl,164,LI,LI,,ES,,,,1.3,,,not started,,,,,1,0,0,b5290c19-5c9c-4f2a-859b-abe3208a7a2c,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
161,1929,192669,2,cagl,154,LI,LI,,ES,,,,1.3,,,not started,,,,,1,0,0,d186dadd-8d27-4b33-8803-446984561c7b,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
162,1931,192690,2,cagl,235,LI,LI,"CR,AN",Sapsucker holes,,,,1.3,,,not started,,,,,1,0,0,a38d99f1-9a57-4a78-b7df-63d6c5f7555a,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
163,1931,192690,3,cagl,110,LI,LI,CR,,,,,1.3,,,not started,,,,,1,0,0,25f5e397-a022-488b-ab1c-e87bca072f57,5/8/2025 3:30:13 PM,shuej21,5/9/2025 5:14:50 PM,shuej21,5/20/2025 12:19:50 PM,shuej21,5/23/2025 11:32:08 AM,shuej21
