"survey_year","tag","StemTag","sp","genus","species","quadrat","gy","gx","ly","lx","last_main_census_dbh","last_main_census_agb_Mg","hom","ExactDate","surveyor","previous_year_status","current_year_status","last_main_cenus_status","last_main_census_codes","cored","crown_position","crown_illumination","percent_of_crown_intact","score_crown_intact","percent_of_crown_living","score_crown_living","fad","liana_load","wounded_main_stem","rotting_trunk","canker_swelling_deformity","lean_angle_if_greater_than_15_degrees","dead_with_resprout","crown_position_if_dead","dbh_if_dead","agb_if_dead_Mg","sp_affected_by_eab","fraxinus_eabf","fraxinus_D_shaped_exit_hole_count","fraxinus_epicormic_growth","fraxinus_score_crown_living","current_year_comment","previous_year_comment","submission_id"
2014,52042,1,"nysy","Nyssa","sylvatica","0518",346.4,96.2,6.39999999999998,16.2,67.5,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52043,1,"nysy","Nyssa","sylvatica","0518",345.1,94.9,5.10000000000002,14.9,127.2,0.05,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52044,1,"havi","Hamamelis","virginiana","0518",345,90.5,5,10.5,NA,NA,NA,2014-09-17,"Wang","DC","PD","G","DC",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52046,1,"litu","Liriodendron","tulipifera","0518",350.6,96.1,10.6,16.1,264.6,0.35,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52047,1,"litu","Liriodendron","tulipifera","0518",351.5,98.2,11.5,18.2,273.2,0.38,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52048,1,"nysy","Nyssa","sylvatica","0518",355.1,99.1,15.1,19.1,93.6,0.02,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52049,1,"fagr","Fagus","grandifolia","0518",356.9,98.7,16.9,18.7,262.1,0.36,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52050,1,"caovl","Carya","ovalis","0518",359.1,97.8,19.1,17.8,59,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52052,1,"tiam","Tilia","americana","0518",358.6,90.9,18.6,10.9,197.1,0.15,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52053,1,"cagl","Carya","glabra","0518",356.5,92.1,16.5,12.1,338.7,0.74,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52054,1,"ulru","Ulmus","rubra","0518",352.2,92.3,12.2,12.3,93.3,0.02,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52055,1,"fagr","Fagus","grandifolia","0518",351.4,85.4,11.4,5.40000000000001,256.1,0.34,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52056,1,"quru","Quercus","rubra","0518",352.2,86.6,12.2,6.59999999999999,745.5,4.66,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52058,1,"nysy","Nyssa","sylvatica","0518",355.1,90,15.1,10,74.5,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52059,1,"caco","Carya","cordiformis","0518",355.8,89.7,15.8,9.7,184,0.18,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52060,1,"nysy","Nyssa","sylvatica","0518",357.9,86.1,17.9,6.09999999999999,103,0.03,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52063,1,"cofl","Cornus","florida","0519",361.4,88,1.39999999999998,8,NA,NA,NA,2014-09-17,"Wang","DS","PD","D","DS",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52064,1,"cagl","Carya","glabra","0519",362.9,87.1,2.89999999999998,7.09999999999999,319.5,0.64,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52065,1,"cato","Carya","tomentosa","0519",362.6,89.9,2.60000000000002,9.90000000000001,80,0.03,NA,2014-09-17,"Wang","A","A","A","M",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52066,1,"cato","Carya","tomentosa","0519",367.3,89.2,7.30000000000001,9.2,78.3,0.02,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52067,1,"cato","Carya","tomentosa","0519",368.3,89.5,8.30000000000001,9.5,181.8,0.17,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52070,1,"caovl","Carya","ovalis","0519",367.4,82.5,7.39999999999998,2.5,55.4,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52071,1,"litu","Liriodendron","tulipifera","0519",368.1,81.4,8.10000000000002,1.40000000000001,109.2,0.04,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52072,1,"caca","Carpinus","caroliniana","0519",364.9,81.1,4.89999999999998,1.09999999999999,101.1,0.03,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52073,1,"cato","Carya","tomentosa","0519",363.7,81.5,3.69999999999999,1.5,211.5,0.25,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52075,1,"amar","Amelanchier","arborea","0519",369.2,97.7,9.19999999999999,17.7,77.5,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52076,1,"cagl","Carya","glabra","0519",367.6,94.6,7.60000000000002,14.6,58.4,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52077,1,"cato","Carya","tomentosa","0519",365.3,92,5.30000000000001,12,83.6,0.03,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52078,1,"cofl","Cornus","florida","0519",363.5,93.4,3.5,13.4,75,0.01,NA,2014-09-17,"Wang","A","A","A","J",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52080,1,"cagl","Carya","glabra","0519",372.7,94.5,12.7,14.5,459,1.49,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52081,1,"fram","Fraxinus","americana","0519",373.3,95.2,13.3,15.2,27.4,0,1.3,NA,NA,"A",NA,"A","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"stem not sampled, info automatically filled from previous year info",NA,NA
2014,52082,1,"qual","Quercus","alba","0519",374,95.3,14,15.3,676.2,3.74,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52083,1,"litu","Liriodendron","tulipifera","0519",376.3,98.2,16.3,18.2,117,0.05,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52086,1,"litu","Liriodendron","tulipifera","0519",375.3,93.9,15.3,13.9,116,0.05,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52087,1,"quru","Quercus","rubra","0519",371.1,81.1,11.1,1.09999999999999,1451,20.25,NA,2014-09-17,"Wang","A","A","A","I;M",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52089,1,"cofl","Cornus","florida","0519",372.5,85.8,12.5,5.8,NA,NA,NA,2014-09-17,"Wang","DN","PD","D","DN",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52091,1,"litu","Liriodendron","tulipifera","0519",372.4,87.8,12.4,7.8,181.9,0.14,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52092,1,"litu","Liriodendron","tulipifera","0519",375.7,88.7,15.7,8.7,142,0.08,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52093,1,"cato","Carya","tomentosa","0519",379.6,84.4,19.6,4.40000000000001,351.8,0.8,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52094,1,"caca","Carpinus","caroliniana","0519",377.9,82.4,17.9,2.40000000000001,90.5,0.02,NA,2014-09-17,"Wang","A","A","A","M",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52096,1,"caca","Carpinus","caroliniana","0519",373.6,81.5,13.6,1.5,78,0.02,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52098,1,"cato","Carya","tomentosa","0520",380.2,81.3,0.199999999999989,1.3,89.6,0.03,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52099,1,"unk","Unidentified","unk","0520",380.3,82.1,0.300000000000011,2.09999999999999,NA,NA,NA,2014-09-17,"Wang","DC","PD","D","DC",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52100,1,"caca","Carpinus","caroliniana","0520",380.6,82.9,0.600000000000023,2.90000000000001,68.5,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52101,1,"litu","Liriodendron","tulipifera","0520",384,88.9,4,8.90000000000001,250.4,0.31,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52102,1,"caca","Carpinus","caroliniana","0520",386.2,85.5,6.19999999999999,5.5,84,0.02,NA,2014-09-17,"Wang","A","A","A","M",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52103,1,"litu","Liriodendron","tulipifera","0520",386.5,85.8,6.5,5.8,157.1,0.1,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52104,1,"fram","Fraxinus","americana","0520",388.2,88.8,8.19999999999999,8.8,NA,NA,0,NA,NA,"D",NA,"D","DC;R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"stem not sampled, info automatically filled from previous year info",NA,NA
2014,52105,1,"cato","Carya","tomentosa","0520",389.5,89.9,9.5,9.90000000000001,62.2,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52106,1,"acru","Acer","rubrum","0520",388.2,86.1,8.19999999999999,6.09999999999999,64,0.01,NA,2014-09-17,"Wang","A","DN","D","P;X",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52107,1,"caca","Carpinus","caroliniana","0520",389.9,86.3,9.89999999999998,6.3,64,0.01,NA,2014-09-17,"Wang","A","A","A","M",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52108,1,"acru","Acer","rubrum","0520",389.7,81.3,9.69999999999999,1.3,64,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52109,1,"caca","Carpinus","caroliniana","0520",383.7,80.9,3.69999999999999,0.900000000000006,93.2,0.02,NA,2014-09-17,"Wang","A","A","A","M",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52111,1,"qual","Quercus","alba","0520",381.4,95.1,1.39999999999998,15.1,516,2.06,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52112,1,"nysy","Nyssa","sylvatica","0520",384.1,97.9,4.10000000000002,17.9,56.3,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52114,1,"fram","Fraxinus","americana","0520",382.5,94.2,2.5,14.2,NA,NA,0,NA,NA,"D",NA,"D","DC;R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"stem not sampled, info automatically filled from previous year info",NA,NA
2014,52115,1,"fagr","Fagus","grandifolia","0520",387.1,98.2,7.10000000000002,18.2,64.9,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52116,1,"nysy","Nyssa","sylvatica","0520",389.2,98.3,9.19999999999999,18.3,219,0.2,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52117,1,"litu","Liriodendron","tulipifera","0520",388.1,96.4,8.10000000000002,16.4,89.5,0.03,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52118,1,"nysy","Nyssa","sylvatica","0520",385.8,96.1,5.80000000000001,16.1,93.5,0.02,NA,2014-09-17,"Wang","A","A","A","L",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52119,1,"nysy","Nyssa","sylvatica","0520",387.7,93.5,7.69999999999999,13.5,116,0.04,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52120,1,"nysy","Nyssa","sylvatica","0520",382,90.5,2,10.5,367.3,0.72,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52121,1,"nysy","Nyssa","sylvatica","0520",391.9,93.5,11.9,13.5,NA,NA,NA,2014-09-17,"Wang","DC","PD","D","DC",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52122,1,"nysy","Nyssa","sylvatica","0520",391.6,96.1,11.6,16.1,111,0.04,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52123,1,"caca","Carpinus","caroliniana","0520",390.7,97.5,10.7,17.5,60.2,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52124,1,"cato","Carya","tomentosa","0520",396.3,96.7,16.3,16.7,277.2,0.46,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52125,1,"nysy","Nyssa","sylvatica","0520",398.1,99.7,18.1,19.7,85.6,0.02,NA,2014-09-17,"Wang","A","A","A","L",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52127,1,"cofl","Cornus","florida","0520",399.9,94.9,19.9,14.9,59.5,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52128,1,"fram","Fraxinus","americana","0520",398.7,91.4,18.7,11.4,NA,NA,0,NA,NA,"D",NA,"D","DS;R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"stem not sampled, info automatically filled from previous year info",NA,NA
2014,52129,1,"qual","Quercus","alba","0520",397.3,91.1,17.3,11.1,504.2,1.96,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52130,1,"fagr","Fagus","grandifolia","0520",394.1,85.9,14.1,5.90000000000001,177.2,0.14,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52131,1,"unk","Unidentified","unk","0520",391.8,87.8,11.8,7.8,NA,NA,NA,2014-09-17,"Wang","DC","PD","D","DC",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52132,1,"nysy","Nyssa","sylvatica","0520",394.3,89.1,14.3,9.09999999999999,113.5,0.04,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52133,1,"cato","Carya","tomentosa","0520",396.3,86.4,16.3,6.40000000000001,NA,NA,NA,2014-09-17,"Wang","DS","PD","D","DS;R",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52134,1,"ceca","Cercis","canadensis","0520",397.7,86.8,17.7,6.8,62,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52135,1,"cagl","Carya","glabra","0520",397.3,86,17.3,6,NA,NA,NA,2014-09-17,"Wang","DC","PD","D","DC",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52136,1,"cato","Carya","tomentosa","0520",391.6,81,11.6,1,73.4,0.02,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52137,1,"litu","Liriodendron","tulipifera","0521",403.4,86.2,3.39999999999998,6.2,567.5,2.13,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52139,1,"cagl","Carya","glabra","0521",401,89.5,1,9.5,65.5,0.02,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52140,1,"chvi","Chionanthus","virginicus","0521",403.8,89.6,3.80000000000001,9.59999999999999,32.3,0,1.3,NA,NA,"A",NA,"A","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"stem not sampled, info automatically filled from previous year info",NA,NA
2014,52141,1,"saal","Sassafras","albidum","0521",405.3,90,5.30000000000001,10,74.3,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52143,1,"nysy","Nyssa","sylvatica","0521",409,86.7,9,6.7,94.3,0.02,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52146,1,"caovl","Carya","ovalis","0521",405.3,80,5.30000000000001,0,250.5,0.37,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52147,1,"fram","Fraxinus","americana","0521",402.8,80,2.80000000000001,0,NA,NA,0,NA,NA,"D",NA,"D","DS;R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"stem not sampled, info automatically filled from previous year info",NA,NA
2014,52149,1,"ceca","Cercis","canadensis","0521",400.5,91.9,0.5,11.9,89,0.03,NA,2014-09-17,"Wang","A","DS","A","NULL",NA,"S",NA,NA,3,NA,NA,"B,DF",0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52150,1,"ceca","Cercis","canadensis","0521",400.6,99,0.600000000000023,19,70.6,0.01,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52151,1,"quru","Quercus","rubra","0521",403.6,100,3.60000000000002,0,628,3.19,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52152,1,"litu","Liriodendron","tulipifera","0521",406.2,98.6,6.19999999999999,18.6,417.5,1.03,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
2014,52153,1,"cagl","Carya","glabra","0521",406.2,96.7,6.19999999999999,16.7,510,1.9,NA,2014-09-17,"Wang","A","A","A","NULL",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,"",NA,NA
